fid,USGS_ID,Date_Min,Date_Max,Fatalities,Confidence,LS_Type,Inventory,Inv_URL,Info_Source,Notes,Lat_N,Lon_W,State,Feature,Glyph
390462,ply390462,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.6450779350114,-79.7409389939576,PA,polygon,🛘
390463,ply390463,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.6443392306318,-79.7742879907271,PA,polygon,🛘
390464,ply390464,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.6453209084628,-79.7732271870947,PA,polygon,🛘
390465,ply390465,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5879787432021,-80.0114982931862,PA,polygon,🛘
390466,ply390466,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.588259569363,-80.0119118677441,PA,polygon,🛘
390467,ply390467,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5907064956606,-79.8217094685414,PA,polygon,🛘
390468,ply390468,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5872826263468,-80.0514401769215,PA,polygon,🛘
390469,ply390469,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5835425593012,-80.1479594835207,PA,polygon,🛘
390470,ply390470,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5876872551372,-80.0115416372648,PA,polygon,🛘
390471,ply390471,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5871459356781,-80.0517219024644,PA,polygon,🛘
390472,ply390472,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5904610470245,-79.8175570706468,PA,polygon,🛘
390473,ply390473,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5849236473671,-80.1021843654475,PA,polygon,🛘
390474,ply390474,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5850884177158,-80.1039285912283,PA,polygon,🛘
390475,ply390475,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5843857440415,-80.1482209960557,PA,polygon,🛘
390476,ply390476,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5842732048057,-80.148346801128,PA,polygon,🛘
390477,ply390477,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5893319626198,-79.8555619030209,PA,polygon,🛘
390478,ply390478,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5901007642386,-79.7826941502676,PA,polygon,🛘
390479,ply390479,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5903874787778,-79.7958982276717,PA,polygon,🛘
390480,ply390480,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5855883553331,-80.0766304068462,PA,polygon,🛘
390481,ply390481,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5814918006058,-80.2037035180505,PA,polygon,🛘
390482,ply390482,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5889192491902,-79.8545348375615,PA,polygon,🛘
390483,ply390483,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5878162389249,-79.824194478985,PA,polygon,🛘
390484,ply390484,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5886489110356,-79.8138266639817,PA,polygon,🛘
390485,ply390485,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5485497603871,-80.1294808240689,PA,polygon,🛘
390486,ply390486,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5897750423487,-79.7937353686817,PA,polygon,🛘
390487,ply390487,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5851723734755,-80.0675663247967,PA,polygon,🛘
390488,ply390488,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.589271525602,-79.7948810650336,PA,polygon,🛘
390489,ply390489,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5882999832005,-79.807186067498,PA,polygon,🛘
390490,ply390490,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5895473007389,-79.7872763786479,PA,polygon,🛘
390491,ply390491,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5890953039704,-79.7881472277873,PA,polygon,🛘
390492,ply390492,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.588225627179,-79.8580994989672,PA,polygon,🛘
390493,ply390493,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5834303106626,-80.1020142305539,PA,polygon,🛘
390494,ply390494,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5882568713962,-79.797916957096,PA,polygon,🛘
390495,ply390495,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5838784387539,-80.1025998541206,PA,polygon,🛘
390496,ply390496,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5818773290403,-79.8146106910707,PA,polygon,🛘
390497,ply390497,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5874590994934,-79.819776646106,PA,polygon,🛘
390498,ply390498,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5806189512564,-80.2102764630705,PA,polygon,🛘
390499,ply390499,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5893164855659,-79.7811810087264,PA,polygon,🛘
390500,ply390500,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5815853248791,-80.193774125753,PA,polygon,🛘
390501,ply390501,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5621487613469,-80.1648397340896,PA,polygon,🛘
390502,ply390502,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5838158843944,-80.0805871222893,PA,polygon,🛘
390503,ply390503,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5814790472963,-80.1938790816059,PA,polygon,🛘
390504,ply390504,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5821633469024,-80.1284179655222,PA,polygon,🛘
390505,ply390505,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5821401837823,-80.1006319966838,PA,polygon,🛘
390506,ply390506,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5813962612634,-80.0978144826705,PA,polygon,🛘
390507,ply390507,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5884207187013,-79.7928980125803,PA,polygon,🛘
390508,ply390508,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.543120621094,-80.2487917561822,PA,polygon,🛘
390509,ply390509,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5494038155349,-79.944670963912,PA,polygon,🛘
390510,ply390510,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5511008245602,-79.8509220901818,PA,polygon,🛘
390511,ply390511,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5493406875374,-79.9457325882647,PA,polygon,🛘
390512,ply390512,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5493266029757,-79.8867001744294,PA,polygon,🛘
390513,ply390513,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5425750490945,-80.263757901757,PA,polygon,🛘
390514,ply390514,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5505516189936,-79.8648576665564,PA,polygon,🛘
390515,ply390515,,,,2,Steep Slopes Susceptible to Rockfall,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5430773789294,-80.2184435829265,PA,polygon,🛘
390516,ply390516,,,,2,Steep Slopes Susceptible to Rockfall,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5432117682835,-80.2181196826463,PA,polygon,🛘
390517,ply390517,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5408172361416,-80.003902166442,PA,polygon,🛘
390518,ply390518,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5511194999896,-79.8497886609381,PA,polygon,🛘
390519,ply390519,,,,2,Steep Slopes Susceptible to Rockfall,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5499815933572,-79.7707729162569,PA,polygon,🛘
390520,ply390520,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5421025348534,-80.2699235176417,PA,polygon,🛘
390521,ply390521,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5495558045555,-79.8657996796761,PA,polygon,🛘
390522,ply390522,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5469213101399,-80.033124360185,PA,polygon,🛘
390523,ply390523,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5460755665564,-80.0641367001573,PA,polygon,🛘
390524,ply390524,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5469189173175,-80.0243178279427,PA,polygon,🛘
390525,ply390525,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5481680036411,-79.8735386244608,PA,polygon,🛘
390526,ply390526,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.544784087721,-79.890943191387,PA,polygon,🛘
390527,ply390527,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5513113370838,-79.7717384892223,PA,polygon,🛘
390528,ply390528,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5457569528167,-80.0323719834186,PA,polygon,🛘
390529,ply390529,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5488339864993,-79.8097368028283,PA,polygon,🛘
390530,ply390530,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.54886092072,-79.8132038526952,PA,polygon,🛘
390531,ply390531,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.542846073347,-80.1629982266969,PA,polygon,🛘
390532,ply390532,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5478971343504,-79.9225753501998,PA,polygon,🛘
390533,ply390533,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5410529704127,-80.2568145240712,PA,polygon,🛘
390534,ply390534,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5411945921955,-80.2567871182728,PA,polygon,🛘
390535,ply390535,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.544250479046,-80.0282071685406,PA,polygon,🛘
390536,ply390536,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5483161341153,-79.861331416373,PA,polygon,🛘
390537,ply390537,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5472614331292,-79.9119933087403,PA,polygon,🛘
390538,ply390538,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5401947507671,-80.2484818251394,PA,polygon,🛘
390539,ply390539,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5431533041912,-80.1219091569375,PA,polygon,🛘
390540,ply390540,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5123751000771,-79.9143825252259,PA,polygon,🛘
390541,ply390541,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5479936819683,-79.8526562802567,PA,polygon,🛘
390542,ply390542,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5447323019773,-80.0210143267765,PA,polygon,🛘
390543,ply390543,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5421444051292,-80.1285314656378,PA,polygon,🛘
390544,ply390544,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5487220409224,-79.8313862224514,PA,polygon,🛘
390545,ply390545,,,,2,Relatively Stable Ground,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5430551764092,-80.0068041999578,PA,polygon,🛘
390546,ply390546,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5486419936957,-79.8228261414758,PA,polygon,🛘
390547,ply390547,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5448304461357,-80.032483109898,PA,polygon,🛘
390548,ply390548,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5465262986429,-79.9433151374346,PA,polygon,🛘
390549,ply390549,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5485458784743,-79.7486696076147,PA,polygon,🛘
390550,ply390550,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.539646357938,-80.2718177527491,PA,polygon,🛘
390551,ply390551,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.5137792046252,-80.3035153495473,PA,polygon,🛘
